term_status,section,title,instructor,schedule,term
25SOpen,SYSM 6318.0w1,Marketing Management  (3 Semester Credit Hours),Parneet Pahwa,No Meeting Room,25s
25SOpen,SYSM 6318.0w2,Marketing Management  (3 Semester Credit Hours),Parneet Pahwa,No Meeting Room,25s
25SOpen,SYSM 6318.501,Marketing Management  (3 Semester Credit Hours),Sanjay Jain,Monday 7:00pm - 9:45pm JSOM 12.214,25s
25SOpen,SYSM 6318.502,Marketing Management  (3 Semester Credit Hours),Sanjay Jain,Tuesday 7:00pm - 9:45pm JSOM 12.206,25s
25SOpen,SYSM 6319.0w1,Business Economics  (3 Semester Credit Hours),Peter Lewin,No Meeting Room,25s
25SOpen,SYSM 6319.501,Business Economics  (3 Semester Credit Hours),Peter Lewin,Tuesday 7:00pm - 9:45pm HH 2.502,25s
25SOpen,SYSM 6325.501,Requirements Design  Development  and Integration for Complex Systems  (3 Semester Credit Hours),Ramakrishna Koganti,Tuesday 7:00pm - 9:45pm ECSN 2.110,25s
25SOpen,SYSM 6331.001,Digital Sales Strategy  (3 Semester Credit Hours),Howard Dover,Tuesday 4:00pm - 6:45pm JSOM 2.102,25s
25SOpen,SYSM 6332.001,Technology and New Product Development  (3 Semester Credit Hours),Seunghyun Lee,Monday 4:00pm - 6:45pm JSOM 2.801,25s
25SOpen,SYSM 6332.501,Technology and New Product Development  (3 Semester Credit Hours),Rajiv Shah,Thursday 7:00pm - 9:45pm JSOM 11.210,25s
25SOpen,SYSM 6333.001,Systems Organizational Behavior  (3 Semester Credit Hours),Jeffrey Hicks,Wednesday 1:00pm - 3:45pm JSOM 2.801,25s
25SOpen,SYSM 6333.0w1,Systems Organizational Behavior  (3 Semester Credit Hours),Maria Hasenhuttl,No Meeting Room,25s
25SOpen,SYSM 6333.0w2,Systems Organizational Behavior  (3 Semester Credit Hours),Agnieszka Olsztynska,Monday 4:00pm - 6:45pm No Meeting Room,25s
25SOpen,SYSM 6333.501,Systems Organizational Behavior  (3 Semester Credit Hours),Jeffrey Hicks,Tuesday 7:00pm - 9:45pm JSOM 1.217,25s
25SOpen,SYSM 6334.001,Systems Operations Management  (3 Semester Credit Hours),Sonia Leach,Tuesday 1:00pm - 3:45pm JSOM 1.217,25s
25SOpen,SYSM 6334.0w1,Systems Operations Management  (3 Semester Credit Hours),Sonia Leach,No Meeting Room,25s
25SOpen,SYSM 6334.501,Systems Operations Management  (3 Semester Credit Hours),Neda Mirzaeian,Tuesday 7:00pm - 9:45pm JSOM 2.801,25s
25SOpen,SYSM 6335.501,Organizing for Business Analytics Platforms  (3 Semester Credit Hours),Mandar Samant,Wednesday 7:00pm - 9:45pm JSOM 2.106,25s
25SOpen,SYSM 6335.502,Organizing for Business Analytics Platforms  (3 Semester Credit Hours),Mandar Samant,Tuesday 7:00pm - 9:45pm FN 2.214,25s
25SOpen,SYSM 6337.001,Accounting for Managers  (3 Semester Credit Hours),Maria Loumioti,Tuesday 10:00am - 12:45pm JSOM 2.804,25s
25SOpen,SYSM 6337.002,Accounting for Managers  (3 Semester Credit Hours),Maria Loumioti,Monday 1:00pm - 3:45pm JSOM 2.903,25s
25SOpen,SYSM 6337.501,Accounting for Managers  (3 Semester Credit Hours),Maria Loumioti,Tuesday 7:00pm - 9:45pm JSOM 2.904,25s
25SOpen,SYSM 6338.001,Database Foundations for Analytics  (3 Semester Credit Hours),K. Srikanth,Tuesday 4:00pm - 6:45pm JSOM 12.222,25s
25SOpen,SYSM 6338.002,Database Foundations for Analytics  (3 Semester Credit Hours),Gasan Elkhodari,Wednesday 4:00pm - 6:45pm JSOM 1.117,25s
25SOpen,SYSM 6338.0w1,Database Foundations for Analytics  (3 Semester Credit Hours),Young Ryu,No Meeting Room,25s
25SFull,SYSM 6338.501,Database Foundations for Analytics  (3 Semester Credit Hours),K. Srikanth,Tuesday 7:00pm - 9:45pm JSOM 11.206,25s
25SOpen,SYSM 6338.502,Database Foundations for Analytics  (3 Semester Credit Hours),Cuneyd Kaya,Wednesday 7:00pm - 9:45pm JSOM 2.902,25s
25SOpen,SYSM 6338.503,Database Foundations for Analytics  (3 Semester Credit Hours),Cuneyd Kaya,Thursday 7:00pm - 9:45pm JSOM 2.107,25s
25UOpen,SYSM 6303.0w1,Statistics and Data Analysis  (3 Semester Credit Hours),Sonia Leach,No Meeting Room,25u
25UOpen,SYSM 6310.0u1,Software Testing  Validation and Verification  (3 Semester Credit Hours),Mark Paulk,Tuesday & Thursday 3:00pm - 5:15pm JO 4.102,25u
25UOpen,SYSM 6312.0w1,Systems Financial Management  (3 Semester Credit Hours),Hirofumi Nishi,No Meeting Room,25u
25UOpen,SYSM 6318.0w1,Marketing Management  (3 Semester Credit Hours),Abhijit Biswas,No Meeting Room,25u
25UOpen,SYSM 6319.0w1,Business Economics  (3 Semester Credit Hours),Peter Lewin,No Meeting Room,25u
25UOpen,SYSM 6332.5u1,Technology and New Product Development  (3 Semester Credit Hours),Paul Nichols,Wednesday 6:00pm - 9:45pm JSOM 12.210,25u
25UOpen,SYSM 6333.0w1,Systems Organizational Behavior  (3 Semester Credit Hours),Maria Hasenhuttl,No Meeting Room,25u
25UOpen,SYSM 6334.0w1,Systems Operations Management  (3 Semester Credit Hours),Guihua Wang,No Meeting Room,25u
25UOpen,SYSM 6337.0w1,Accounting for Managers  (3 Semester Credit Hours),Surya Janakiraman,No Meeting Room,25u
25UOpen,SYSM 6338.5u1,Database Foundations for Analytics  (3 Semester Credit Hours),Gasan Elkhodari,Wednesday 6:00pm - 9:45pm JSOM 11.210,25u
25FOpen,SYSM 6301.001,Systems Engineering  Architecture and Design  (3 Semester Credit Hours),"Ramakrishna Koganti,Bela Joshi",Wednesday 1:00pm - 3:45pm GR 3.606,25f
25FOpen,SYSM 6303.001,Statistics and Data Analysis  (3 Semester Credit Hours),Awanti Sethi,Wednesday 10:00am - 12:45pm JSOM 2.103,25f
25FOpen,SYSM 6303.002,Statistics and Data Analysis  (3 Semester Credit Hours),"Sonia Leach,Monica Brussolo",Monday 1:00pm - 3:45pm JSOM 11.210,25f
25FOpen,SYSM 6303.003,Statistics and Data Analysis  (3 Semester Credit Hours),Shouqiang Wang,Thursday 4:00pm - 6:45pm JSOM 12.214,25f
25FOpen,SYSM 6303.0w1,Statistics and Data Analysis  (3 Semester Credit Hours),"Sonia Leach,Monica Brussolo",No Meeting Room,25f
25FOpen,SYSM 6304.501,Risk and Decision Analysis  (3 Semester Credit Hours),Ramakrishna Koganti,Tuesday 7:00pm - 9:45pm AD 2.232,25f
25FOpen,SYSM 6306.001,Engineering Systems  Modeling and Simulation  (3 Semester Credit Hours),Mark Spong,Tuesday & Thursday 1:00pm - 2:15pm FN 2.106,25f
25FOpen,SYSM 6307.001,Linear Systems  (3 Semester Credit Hours),Seyed Omid Reza Moheimani,Friday 1:00pm - 3:45pm ECSN 2.112,25f
25FOpen,SYSM 6311.001,Systems Project Management in Engineering and Operations  (3 Semester Credit Hours),Sarmann Kennedyd,Wednesday 4:00pm - 6:45pm JSOM 2.103,25f
25FOpen,SYSM 6311.0w1,Systems Project Management in Engineering and Operations  (3 Semester Credit Hours),Shawn Alborz,No Meeting Room,25f
25FOpen,SYSM 6312.001,Systems Financial Management  (3 Semester Credit Hours),Yexiao Xu,Tuesday 1:00pm - 3:45pm JSOM 2.903,25f
25FOpen,SYSM 6312.002,Systems Financial Management  (3 Semester Credit Hours),Hirofumi Nishi,Thursday 4:00pm - 6:45pm JSOM 2.804,25f
25FFull,SYSM 6312.0w1,Systems Financial Management  (3 Semester Credit Hours),Hirofumi Nishi,No Meeting Room,25f
25FFull,SYSM 6313.0w1,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Junfeng Wu,No Meeting Room,25f
25FOpen,SYSM 6313.0w2,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Junfeng Wu,No Meeting Room,25f
25FOpen,SYSM 6313.0w3,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Linda Swindling,Wednesday 1:00pm - 3:45pm No Meeting Room,25f
25FOpen,SYSM 6313.501,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Linda Swindling,Tuesday 7:00pm - 9:45pm JSOM 12.210,25f
25FOpen,SYSM 6316.501,Corporate Innovation - Entrepreneurial Strategies  (3 Semester Credit Hours),Rajiv Shah,Thursday 7:00pm - 9:45pm JSOM 2.102,25f
25FOpen,SYSM 6318.001,Marketing Management  (3 Semester Credit Hours),Daniel Rajaratnam,Thursday 1:00pm - 3:45pm JSOM 12.202,25f
25FOpen,SYSM 6318.0w1,Marketing Management  (3 Semester Credit Hours),Abhijit Biswas,No Meeting Room,25f
25FOpen,SYSM 6318.0w2,Marketing Management  (3 Semester Credit Hours),Abhijit Biswas,No Meeting Room,25f
25FFull,SYSM 6318.0w3,Marketing Management  (3 Semester Credit Hours),Parneet Pahwa,No Meeting Room,25f
25FOpen,SYSM 6319.0w1,Business Economics  (3 Semester Credit Hours),Peter Lewin,No Meeting Room,25f
25FOpen,SYSM 6319.501,Business Economics  (3 Semester Credit Hours),Peter Lewin,Monday 7:00pm - 9:45pm JSOM 2.802,25f
25FOpen,SYSM 6320.501,Strategic Leadership  (3 Semester Credit Hours),Gregory Dess,Monday 7:00pm - 9:45pm JSOM 2.714,25f
25FOpen,SYSM 6332.001,Technology Strategies and New Product Development  (3 Semester Credit Hours),Anavir Shermon,Tuesday 4:00pm - 6:45pm JSOM 2.902,25f
25FOpen,SYSM 6332.0w1,Technology Strategies and New Product Development  (3 Semester Credit Hours),Rajiv Shah,No Meeting Room,25f
25FOpen,SYSM 6332.501,Technology Strategies and New Product Development  (3 Semester Credit Hours),Anavir Shermon,Tuesday 7:00pm - 9:45pm JSOM 2.902,25f
25FOpen,SYSM 6333.001,Systems Organizational Behavior  (3 Semester Credit Hours),Jeffrey Hicks,Monday 10:00am - 12:45pm JSOM 2.103,25f
25FOpen,SYSM 6333.0w1,Systems Organizational Behavior  (3 Semester Credit Hours),Maria Hasenhuttl,No Meeting Room,25f
25FOpen,SYSM 6333.0w2,Systems Organizational Behavior  (3 Semester Credit Hours),Maria Hasenhuttl,Tuesday 4:00pm - 6:45pm No Meeting Room,25f
25FOpen,SYSM 6333.501,Systems Organizational Behavior  (3 Semester Credit Hours),Jeffrey Hicks,Tuesday 7:00pm - 9:45pm JSOM 12.202,25f
25FOpen,SYSM 6334.001,Systems Operations Management  (3 Semester Credit Hours),Ganesh Janakiraman,Wednesday 10:00am - 12:45pm JSOM 11.202,25f
25FOpen,SYSM 6334.002,Systems Operations Management  (3 Semester Credit Hours),Neda Mirzaeian,Thursday 1:00pm - 3:45pm JSOM 1.217,25f
25FOpen,SYSM 6334.0w1,Systems Operations Management  (3 Semester Credit Hours),Guihua Wang,No Meeting Room,25f
25FOpen,SYSM 6334.501,Systems Operations Management  (3 Semester Credit Hours),Sonia Leach,Monday 7:00pm - 9:45pm JSOM 2.901,25f
25FOpen,SYSM 6335.501,Organizing for Business Analytics Platforms  (3 Semester Credit Hours),Mandar Samant,Tuesday 7:00pm - 9:45pm ECSS 2.312,25f
25FOpen,SYSM 6335.502,Organizing for Business Analytics Platforms  (3 Semester Credit Hours),Mandar Samant,Thursday 7:00pm - 9:45pm JSOM 12.210,25f
25FOpen,SYSM 6337.001,Accounting for Managers  (3 Semester Credit Hours),Matthew Paske,Tuesday 10:00am - 12:45pm JSOM 1.212,25f
25FOpen,SYSM 6337.501,Accounting for Managers  (3 Semester Credit Hours),Surya Janakiraman,Wednesday 7:00pm - 9:45pm JSOM 11.202,25f
25FOpen,SYSM 6338.001,Database Foundations for Analytics  (3 Semester Credit Hours),Gasan Elkhodari,Wednesday 4:00pm - 6:45pm JSOM 1.217,25f
25FOpen,SYSM 6338.002,Database Foundations for Analytics  (3 Semester Credit Hours),K. Srikanth,Monday 10:00am - 12:45pm JSOM 2.717,25f
25FOpen,SYSM 6338.003,Database Foundations for Analytics  (3 Semester Credit Hours),Huseyin Cavusoglu,Monday 1:00pm - 3:45pm JSOM 12.210,25f
25FOpen,SYSM 6338.005,Database Foundations for Analytics  (3 Semester Credit Hours),K. Srikanth,Friday 10:00am - 12:45pm JSOM 2.106,25f
25FOpen,SYSM 6338.0w1,Database Foundations for Analytics  (3 Semester Credit Hours),Huseyin Cavusoglu,No Meeting Room,25f
25FOpen,SYSM 6338.501,Database Foundations for Analytics  (3 Semester Credit Hours),Gasan Elkhodari,Monday 7:00pm - 9:45pm JSOM 2.115,25f
25FOpen,SYSM 6339.001,Robotic Process Automation  (3 Semester Credit Hours),Gaurav Shekhar,Monday 4:00pm - 6:45pm JSOM 2.804,25f
26SOpen,SYSM 6302.001,Dynamics of Complex Networks and Systems  (3 Semester Credit Hours),Mark Spong,Tuesday & Thursday 10:00am - 11:15am FO 2.208,26s
26SOpen,SYSM 6303.001,Statistics and Data Analysis  (3 Semester Credit Hours),Khatereh Ahadi,Thursday 4:00pm - 6:45pm JSOM 2.115,26s
26SOpen,SYSM 6303.0w1,Statistics and Data Analysis  (3 Semester Credit Hours),Sonia Leach,No Meeting Room,26s
26SOpen,SYSM 6306.001,Engineering Systems  Modeling and Simulation  (3 Semester Credit Hours),Waseem Abbas,Monday & Wednesday 1:00pm - 2:15pm ECSW 2.325,26s
26SOpen,SYSM 6308.001,Software Maintenance  Evolution  and Re-Engineering  (3 Semester Credit Hours),Soneya Binta Hossain,Monday & Wednesday 4:00pm - 5:15pm HH 2.502,26s
26SOpen,SYSM 6310.001,Software Testing  Validation and Verification  (3 Semester Credit Hours),Weichen Wong,Friday 9:00am - 11:45am ECSS 2.306,26s
26SOpen,SYSM 6311.001,Systems Project Management in Engineering and Operations  (3 Semester Credit Hours),Sarmann Kennedyd,Wednesday 4:00pm - 6:45pm JSOM 2.801,26s
26SOpen,SYSM 6312.001,Systems Financial Management  (3 Semester Credit Hours),Vikram Nanda,Wednesday 4:00pm - 6:45pm JSOM 11.210,26s
26SFull,SYSM 6312.0w1,Systems Financial Management  (3 Semester Credit Hours),Hirofumi Nishi,No Meeting Room,26s
26SOpen,SYSM 6313.001,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Linda Swindling,Wednesday 4:00pm - 6:45pm JSOM 2.902,26s
26SFull,SYSM 6313.0w1,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Junfeng Wu,No Meeting Room,26s
26SFull,SYSM 6313.0w2,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Junfeng Wu,No Meeting Room,26s
26SOpen,SYSM 6313.501,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Linda Swindling,Tuesday 7:00pm - 9:45pm JSOM 2.117,26s
26SOpen,SYSM 6315.501,The Corporate Entrepreneurial Experience  (3 Semester Credit Hours),Rajiv Shah,Wednesday 7:00pm - 9:45pm JSOM 1.110,26s
26SFull,SYSM 6318.0w1,Marketing Management  (3 Semester Credit Hours),Parneet Pahwa,No Meeting Room,26s
26SOpen,SYSM 6318.501,Marketing Management  (3 Semester Credit Hours),Sanjay Jain,Monday 7:00pm - 9:45pm JSOM 12.214,26s
26SOpen,SYSM 6318.502,Marketing Management  (3 Semester Credit Hours),Sanjay Jain,Tuesday 7:00pm - 9:45pm JSOM 12.206,26s
26SFull,SYSM 6319.0w1,Business Economics  (3 Semester Credit Hours),Peter Lewin,No Meeting Room,26s
26SOpen,SYSM 6319.501,Business Economics  (3 Semester Credit Hours),Peter Lewin,Tuesday 7:00pm - 9:45pm SOM 1.102,26s
26SOpen,SYSM 6329.501,Quality Engineering  (3 Semester Credit Hours),Ramakrishna Koganti,Tuesday 7:00pm - 9:45pm ECSN 2.110,26s
26SOpen,SYSM 6332.501,Technology Strategies and New Product Development  (3 Semester Credit Hours),Rajiv Shah,Thursday 7:00pm - 9:45pm JSOM 11.210,26s
26SOpen,SYSM 6333.001,Systems Organizational Behavior  (3 Semester Credit Hours),Jeffrey Hicks,Wednesday 1:00pm - 3:45pm JSOM 2.801,26s
26SOpen,SYSM 6333.0w1,Systems Organizational Behavior  (3 Semester Credit Hours),Maria Hasenhuttl,No Meeting Room,26s
26SOpen,SYSM 6333.501,Systems Organizational Behavior  (3 Semester Credit Hours),Jeffrey Hicks,Tuesday 7:00pm - 9:45pm JSOM 1.217,26s
26SOpen,SYSM 6334.001,Systems Operations Management  (3 Semester Credit Hours),Sonia Leach,Tuesday 1:00pm - 3:45pm JSOM 13.501,26s
26SOpen,SYSM 6334.0w1,Systems Operations Management  (3 Semester Credit Hours),Sonia Leach,No Meeting Room,26s
26SOpen,SYSM 6334.501,Systems Operations Management  (3 Semester Credit Hours),Ganesh Janakiraman,Tuesday 7:00pm - 9:45pm JSOM 2.801,26s
26SOpen,SYSM 6335.001,Organizing for Business Analytics Platforms  (3 Semester Credit Hours),Mandar Samant,Tuesday 4:00pm - 6:45pm JSOM 11.210,26s
26SOpen,SYSM 6335.501,Organizing for Business Analytics Platforms  (3 Semester Credit Hours),Mandar Samant,Wednesday 7:00pm - 9:45pm JSOM 2.106,26s
26SOpen,SYSM 6337.501,Accounting for Managers  (3 Semester Credit Hours),Zhonglan Dai,Thursday 7:00pm - 9:45pm JSOM 2.106,26s
26SOpen,SYSM 6338.001,Database Foundations for Analytics  (3 Semester Credit Hours),K. Srikanth,Tuesday 4:00pm - 6:45pm JSOM 12.222,26s
26SOpen,SYSM 6338.002,Database Foundations for Analytics  (3 Semester Credit Hours),Gasan Elkhodari,Wednesday 4:00pm - 6:45pm JSOM 1.117,26s
26SOpen,SYSM 6338.0w1,Database Foundations for Analytics  (3 Semester Credit Hours),Young Ryu,No Meeting Room,26s
26SOpen,SYSM 6338.501,Database Foundations for Analytics  (3 Semester Credit Hours),K. Srikanth,Tuesday 7:00pm - 9:45pm JSOM 11.206,26s
26UOpen,SYSM 6303.0w1,Statistics and Data Analysis  (3 Semester Credit Hours),Sonia Leach,No Meeting Room,26u
26UOpen,SYSM 6310.0u1,Software Testing  Validation and Verification  (3 Semester Credit Hours),Weichen Wong,Tuesday & Thursday 3:00pm - 5:15pm ECSS 2.201,26u
26UOpen,SYSM 6312.0w1,Systems Financial Management  (3 Semester Credit Hours),Hirofumi Nishi,No Meeting Room,26u
26UOpen,SYSM 6318.0w1,Marketing Management  (3 Semester Credit Hours),Parneet Pahwa,No Meeting Room,26u
26UOpen,SYSM 6319.0w1,Business Economics  (3 Semester Credit Hours),Peter Lewin,No Meeting Room,26u
26UOpen,SYSM 6332.5u1,Technology Strategies and New Product Development  (3 Semester Credit Hours),Paul Nichols,Wednesday 6:00pm - 9:45pm JSOM 2.106,26u
26UOpen,SYSM 6333.0w1,Systems Organizational Behavior  (3 Semester Credit Hours),Maria Hasenhuttl,No Meeting Room,26u
26UOpen,SYSM 6334.0w2,Systems Operations Management  (3 Semester Credit Hours),Guihua Wang,No Meeting Room,26u
26UOpen,SYSM 6337.0w1,Accounting for Managers  (3 Semester Credit Hours),Surya Janakiraman,No Meeting Room,26u
26UOpen,SYSM 6338.5u1,Database Foundations for Analytics  (3 Semester Credit Hours),Gasan Elkhodari,Wednesday 6:00pm - 9:45pm JSOM 11.210,26u
26UOpen,SYSM 6v75.0u1,Research Practicum  - Digital Health Sys (1-6 Credits),James Yurkovich,Practicum Friday 1:00pm - 4:45pm ECSN 3.732,26u
26UOpen,SYSM 6v75.0u6,Research Practicum  - Pred Models for Sys Eng Apps (1-6 Credits),Ramakrishna Koganti,Practicum Tuesday 1:00pm - 4:45pm ECSN 3.732,26u
26FOpen,SYSM 6301.001,Systems Engineering  Architecture and Design  (3 Semester Credit Hours),Bela Joshi,Wednesday 1:00pm - 3:45pm FN 2.106,26f
26FOpen,SYSM 6303.001,Statistics and Data Analysis  (3 Semester Credit Hours),Awanti Sethi,Wednesday 1:00pm - 3:45pm JSOM 2.106,26f
26FOpen,SYSM 6303.0w1,Statistics and Data Analysis  (3 Semester Credit Hours),Sonia Leach,No Meeting Room,26f
26FOpen,SYSM 6303.501,Statistics and Data Analysis  (3 Semester Credit Hours),Shouqiang Wang,Tuesday 7:00pm - 9:45pm JSOM 2.722,26f
26FOpen,SYSM 6304.0w1,Risk and Decision Analysis  (3 Semester Credit Hours),Alain Bensoussan,Tuesday 10:00am - 12:45pm No Meeting Room,26f
26FOpen,SYSM 6305.001,Optimization Theory and Practice  - Optimization Theory & Practice (3 Semester Credit Hours),Justin Ruths,Tuesday & Thursday 10:00am - 11:15am AD 3.214,26f
26FOpen,SYSM 6306.001,Engineering Systems  Modeling and Simulation  (3 Semester Credit Hours),Mark Spong,Tuesday & Thursday 1:00pm - 2:15pm ATC 1.305,26f
26FOpen,SYSM 6307.001,Linear Systems  (3 Semester Credit Hours),Waseem Abbas,Monday & Wednesday 2:30pm - 3:45pm FO 3.222,26f
26FOpen,SYSM 6311.001,Systems Project Management in Engineering and Operations  (3 Semester Credit Hours),Sarmann Kennedyd,Wednesday 4:00pm - 6:45pm JSOM 1.110,26f
26FOpen,SYSM 6312.001,Systems Financial Management  (3 Semester Credit Hours),Yexiao Xu,Tuesday 1:00pm - 3:45pm JSOM 2.903,26f
26FOpen,SYSM 6312.0w1,Systems Financial Management  (3 Semester Credit Hours),Hirofumi Nishi,No Meeting Room,26f
26FOpen,SYSM 6313.0w1,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Junfeng Wu,No Meeting Room,26f
26FOpen,SYSM 6313.0w2,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Junfeng Wu,No Meeting Room,26f
26FOpen,SYSM 6313.0w3,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Linda Swindling,Wednesday 1:00pm - 3:45pm No Meeting Room,26f
26FOpen,SYSM 6313.501,Systems Negotiation and Dispute Resolution  (3 Semester Credit Hours),Linda Swindling,Tuesday 7:00pm - 9:45pm JSOM 2.112,26f
26FOpen,SYSM 6316.501,Corporate Innovation and Entrepreneurship  (3 Semester Credit Hours),Rajiv Shah,Thursday 7:00pm - 9:45pm JSOM 2.102,26f
26FOpen,SYSM 6318.001,Marketing Management  (3 Semester Credit Hours),Daniel Rajaratnam,Thursday 1:00pm - 3:45pm JSOM 12.202,26f
26FOpen,SYSM 6318.0w1,Marketing Management  (3 Semester Credit Hours),Abhijit Biswas,No Meeting Room,26f
26FOpen,SYSM 6318.0w2,Marketing Management  (3 Semester Credit Hours),Abhijit Biswas,No Meeting Room,26f
26FOpen,SYSM 6318.0w3,Marketing Management  (3 Semester Credit Hours),Parneet Pahwa,No Meeting Room,26f
26FOpen,SYSM 6319.0w1,Business Economics  (3 Semester Credit Hours),Peter Lewin,No Meeting Room,26f
26FOpen,SYSM 6320.501,Strategic Leadership  (3 Semester Credit Hours),Gregory Dess,Monday 7:00pm - 9:45pm JSOM 2.714,26f
26FOpen,SYSM 6326.501,Systems Lifecycle Cost Analysis  (3 Semester Credit Hours),Ramakrishna Koganti,Tuesday 7:00pm - 9:45pm ECSW 2.325,26f
26FOpen,SYSM 6332.001,Technology Strategies and New Product Development  (3 Semester Credit Hours),Anavir Shermon,Tuesday 4:00pm - 6:45pm JSOM 2.902,26f
26FOpen,SYSM 6332.0w1,Technology Strategies and New Product Development  (3 Semester Credit Hours),Rajiv Shah,No Meeting Room,26f
26FOpen,SYSM 6333.001,Systems Organizational Behavior  (3 Semester Credit Hours),Jeffrey Hicks,Monday 10:00am - 12:45pm JSOM 2.103,26f
