School,School_Code,Professor_Name,Title,Department,Profile_URL,RMP_URL,Research_Areas,Tags
Erik Jonsson School of Engineering and Computer Science,ECS,Nicholas Ruozzi,Assistant Professor,Computer Science,https://profiles.utdallas.edu/nicholas.ruozzi,https://www.ratemyprofessors.com/search/professors/1273?q=Nicholas%20Ruozzi,,Statistical Inference | Machine Learning | Graphical Models
Erik Jonsson School of Engineering and Computer Science,ECS,Justin Ruths,Assistant Professor,Mechanical Engineering,https://profiles.utdallas.edu/jruths,https://www.ratemyprofessors.com/search/professors/1273?q=Justin%20Ruths,,Electrical Engineering | Mechanical Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Ill Ryu,Assistant Professor,Mechanical Engineering,https://profiles.utdallas.edu/ill.ryu,https://www.ratemyprofessors.com/search/professors/1273?q=Ill%20Ryu,,Mechanical Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Ricardo Saad,Senior Lecturer III,Electrical Engineering,https://profiles.utdallas.edu/ricardo.saad,https://www.ratemyprofessors.com/search/professors/1273?q=Ricardo%20Saad,,Electrical Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Abusayeed Saifullah,Associate Professor,Computer Science,https://profiles.utdallas.edu/abusayeed.saifullah,https://www.ratemyprofessors.com/search/professors/1273?q=Abusayeed%20Saifullah,,
Erik Jonsson School of Engineering and Computer Science,ECS,Elmer Salazar,Assist. Prof. of Instruction,Computer Science,https://profiles.utdallas.edu/ees101020,https://www.ratemyprofessors.com/search/professors/1273?q=Elmer%20Salazar,,
Erik Jonsson School of Engineering and Computer Science,ECS,Mohammad Saquib,Professor,Electrical Engineering,https://profiles.utdallas.edu/msaquib,https://www.ratemyprofessors.com/search/professors/1273?q=Mohammad%20Saquib,,Electrical Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Kamil Sarac,Professor,Computer Science,https://profiles.utdallas.edu/ksarac,https://www.ratemyprofessors.com/search/professors/1273?q=Kamil%20Sarac,,Computer Science | Electrical Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Dr. Meghana Navnath Satpute,Associate Professor of Instruction,Computer Science,https://profiles.utdallas.edu/mns086000,https://www.ratemyprofessors.com/search/professors/1273?q=Dr.%20Meghana%20Navnath%20Satpute,,
Erik Jonsson School of Engineering and Computer Science,ECS,David Schmidtke,Professor,Bioengineering,https://profiles.utdallas.edu/david.schmidtke,https://www.ratemyprofessors.com/search/professors/1273?q=David%20Schmidtke,,
Erik Jonsson School of Engineering and Computer Science,ECS,Haim Schweitzer,Associate Professor,Computer Science,https://profiles.utdallas.edu/hschweitzer,https://www.ratemyprofessors.com/search/professors/1273?q=Haim%20Schweitzer,Computer vision | Machine learning | Related Internet technology,Computer Science
Erik Jonsson School of Engineering and Computer Science,ECS,Carl Sechen,Professor,Electrical Engineering,https://profiles.utdallas.edu/carl.sechen,https://www.ratemyprofessors.com/search/professors/1273?q=Carl%20Sechen,,Electrical Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Kaveh Shamsi,Assistant Professor,Electrical & Computer Engineering,https://profiles.utdallas.edu/kaveh.shamsi,https://www.ratemyprofessors.com/search/professors/1273?q=Kaveh%20Shamsi,,Electrical Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Don Shaw,Professor Emeritus,Material Science Engineering,https://profiles.utdallas.edu/don.shaw,https://www.ratemyprofessors.com/search/professors/1273?q=Don%20Shaw,Crystal growth and dissolution | The kinetics of vapor phase epitaxial growth | Materials for solid-state microwave devices | Preparation and properties of gallium arsenide,Electrical Engineering | Materials Science and Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Sam Shichijo,Research Professor,Analog Center,https://profiles.utdallas.edu/shichijo,https://www.ratemyprofessors.com/search/professors/1273?q=Sam%20Shichijo,Semiconductor Device Physics | TCAD (Technology Computer Aided Design) | Analog and RF Devices | IC Process Integration,Electrical Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Charles Shields,Senior Lecturer II,Computer Science,https://profiles.utdallas.edu/charles.shields,https://www.ratemyprofessors.com/search/professors/1273?q=Charles%20Shields,,Computer Science
Erik Jonsson School of Engineering and Computer Science,ECS,Jason Smith,Associate Professor of Instruction,,https://profiles.utdallas.edu/smith,https://www.ratemyprofessors.com/search/professors/1273?q=Jason%20Smith,,
Erik Jonsson School of Engineering and Computer Science,ECS,Klyne Smith,Senior Lecturer I,Computer Science,https://profiles.utdallas.edu/klyne.smith,https://www.ratemyprofessors.com/search/professors/1273?q=Klyne%20Smith,,
Erik Jonsson School of Engineering and Computer Science,ECS,Nidhiben Solanki,Assist. Prof. of Instruction,Computer Science,https://profiles.utdallas.edu/nidhis,https://www.ratemyprofessors.com/search/professors/1273?q=Nidhiben%20Solanki,,
Erik Jonsson School of Engineering and Computer Science,ECS,Mark Spong,Professor,System Engineering,https://profiles.utdallas.edu/mspong,https://www.ratemyprofessors.com/search/professors/1273?q=Mark%20Spong,,Electrical Engineering | Mechanical Engineering | Systems Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Srimathi Srinivasan,Assist. Prof. of Instruction,Computer Science,https://profiles.utdallas.edu/srimathi.srinivasan,https://www.ratemyprofessors.com/search/professors/1273?q=Srimathi%20Srinivasan,,
Erik Jonsson School of Engineering and Computer Science,ECS,Laisuo Su,Assistant Professor,Material Science Engineering,https://profiles.utdallas.edu/laisuo.su,https://www.ratemyprofessors.com/search/professors/1273?q=Laisuo%20Su,,
Erik Jonsson School of Engineering and Computer Science,ECS,Ivan Sudborough,Founders Professor | Professor Emeritus of Computer Science,,https://profiles.utdallas.edu/ivan.sudborough,https://www.ratemyprofessors.com/search/professors/1273?q=Ivan%20Sudborough,Telecommunication networks | Parallel computation networks | Algorithms | Complexity classes | Picture processing | Automata theory | Graph/network algorithms | Combinatorial problems | Computational biology | Information security,Computer Science
Erik Jonsson School of Engineering and Computer Science,ECS,Joshua Summers,Professor,Mechanical Engineering,https://profiles.utdallas.edu/joshua.summers,https://www.ratemyprofessors.com/search/professors/1273?q=Joshua%20Summers,,
Erik Jonsson School of Engineering and Computer Science,ECS,Tyler Summers,Assistant Professor,Mechanical Engineering,https://profiles.utdallas.edu/tyler.summers,https://www.ratemyprofessors.com/search/professors/1273?q=Tyler%20Summers,,Electrical Engineering | Mechanical Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,William Swartz,Senior Lecturer III,Electrical Engineering,https://profiles.utdallas.edu/bill-swartz,https://www.ratemyprofessors.com/search/professors/1273?q=William%20Swartz,,Electrical Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Marco Tacca,Senior Lecturer III,Electrical Engineering,https://profiles.utdallas.edu/mtacca,https://www.ratemyprofessors.com/search/professors/1273?q=Marco%20Tacca,All-Optical Network Architectures and Protocols | Wavelength Routing and Protection Switching | Network Optimization and Planning | Optical Networks in support of Next Generation Internet (NGI) | Optical and High Speed Network Simulators | Performance Analysis of Computer Networks,Electrical Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Yonas Tadesse,Professor,Mechanical Engineering,https://profiles.utdallas.edu/yonas.tadesse,https://www.ratemyprofessors.com/search/professors/1273?q=Yonas%20Tadesse,"Robotics: humanoid robotics, robotic hands, orthotic hands | Soft robotics and Biomimetics: jellyfish like, octopus-like, starfish like robots | Smart materials and Structures: structures based on SMA, TCP, Piezo, DE, CP and composites. | Sensors, and Actuators: artificial muscles, CNT/ CP bases sensors | Mechatronic system: optical drive, sensor vests, wearables | Energy harvesting: multimodal, piezo, electromagnetic, wave harvester | Modeling and Controls: classical and modern | Advanced Manufacturing - soft materials, hybrid, FGM, MEX, DIW, 4D printing",Electrical Engineering | Mechanical Engineering | Computer Engineering | Social Robotics | Soft Robotics | Smart Materials & Structures | Energy harvesting | Dynamics and Control | Humanoids | Additive manufacturing | Robotics | CAD
Erik Jonsson School of Engineering and Computer Science,ECS,Lakshman Tamil,Professor,Electrical  and Computer Engineering,https://profiles.utdallas.edu/lakshman.tamil,https://www.ratemyprofessors.com/search/professors/1273?q=Lakshman%20Tamil,Quantum Machine Learning | AI & Machine Learning for Medicine and Healthcare Applications | Internet of Things (IoT),Electrical Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Chin-Tuan Tan,Associate Professor,Electrical Engineering,https://profiles.utdallas.edu/chin-tuan.tan,https://www.ratemyprofessors.com/search/professors/1273?q=Chin-Tuan%20Tan,,
Erik Jonsson School of Engineering and Computer Science,ECS,P.L.Stephan Thamban,Senior Lecturer II,Mechanical Engineering,https://profiles.utdallas.edu/pl.thamban,https://www.ratemyprofessors.com/search/professors/1273?q=P.L.Stephan%20Thamban,"Recognition for inventive contribution, UTD, (2011) | Invitation to moderate at AVS's international symposium and exhibition, Nashville, (2011)",Mechanical Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Laurie Thompson,Associate Professor of Instruction,Computer Science,https://profiles.utdallas.edu/laurie.thompson,https://www.ratemyprofessors.com/search/professors/1273?q=Laurie%20Thompson,,Computer Science
Erik Jonsson School of Engineering and Computer Science,ECS,Bhavani Thuraisingham,Louis A. Beecherl Jr. Distinguished Professor | Professor of Computer Science,,https://profiles.utdallas.edu/bhavani.thuraisingham,https://www.ratemyprofessors.com/search/professors/1273?q=Bhavani%20Thuraisingham,Assured Information Sharing | Secure Geospatial Data Management | Surveillance/Biometrics | Cyber Security | Privacy | Data Mining for Counter-terrorism,Security | Computer Science
Erik Jonsson School of Engineering and Computer Science,ECS,Yapeng Tian,Assistant Professor,Computer Science,https://profiles.utdallas.edu/yapeng.tian,https://www.ratemyprofessors.com/search/professors/1273?q=Yapeng%20Tian,,Computer Science
Erik Jonsson School of Engineering and Computer Science,ECS,Murat Torlak,Professor,Electrical Engineering,https://profiles.utdallas.edu/murat.torlak,https://www.ratemyprofessors.com/search/professors/1273?q=Murat%20Torlak,"Optimizing radio link protocols over wireless links | Spectrum sensing for cognitive radios | Experimental evaluation of space-time coding and MIMO algorithms | Low-Complexity receivers for CDMA, MC-CDMA, and OFDM-CDMA Systems | Multiple antenna testbed development | Vector Channel Modeling for smart antenna systems | Radio Resource Management in Space Division Multiple Access Networks | Real-Time Implementation of Wireless Systems",Electrical Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Klaus Truemper,Professor Emeritus,Computer Science,https://profiles.utdallas.edu/klaus.truemper,https://www.ratemyprofessors.com/search/professors/1273?q=Klaus%20Truemper,"Points for Pilotspromotes safe low-level flying | Passion for Flightpromotes personal aviation | Rolf van der Hulst (graphicness, network matrices) | Henk Kraaij (balancedness) | Klaus Truemper (total unimodularity, regularity, complement total unimodularity) | Matthias Walter (maintainer)",Computer Science | Artificial Intelligence
Erik Jonsson School of Engineering and Computer Science,ECS,William Gerard Hubert Vandenberghe,Associate Professor,Materials Science & Engineering,https://profiles.utdallas.edu/william.vandenberghe,https://www.ratemyprofessors.com/search/professors/1273?q=William%20Gerard%20Hubert%20Vandenberghe,,Electrical Engineering | Materials Science and Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Victor Varner,Assistant Professor,Bioengineering,https://profiles.utdallas.edu/vdv,https://www.ratemyprofessors.com/search/professors/1273?q=Victor%20Varner,,
Erik Jonsson School of Engineering and Computer Science,ECS,Jeyakesavan Veerasamy,Professor of Instruction,Computer Science,https://profiles.utdallas.edu/jeyv,https://www.ratemyprofessors.com/search/professors/1273?q=Jeyakesavan%20Veerasamy,"US patent # 7,317,920, Title: System and method for providing fast call set-up in a wireless communication system | US patent # 7,113,793, Title: System and method for identifying coverage holes in a Wireless Network | US patent # 6,236,852, Title: Authentication failure trigger method and apparatus. | US patent # 6,208,865, Title: Cellular telephone system which increases efficiency of reserved channel usage. | Measuring User Experience Accurately in Wireless Networks, with Sanjay Kodali, IEEE 2nd Workshop on Performance and Management of Wireless and Mobile Networks, November 2006. | Intelligent Resource Allocation in Wireless Networks through Self-Learning, with Chanakya Bandyopadhyay and Vijayasimman Rajasimman, IEEE/IFIP Network Operations & Management Symposium, April 2006. | Practical approach to optimize Paging Success Rate in CDMA Network, with Sanjay Kodali and John Jubin, IEEE Wireless Communications & Networking conference, March 2005. | Efficient Location Management for Fast call setup, with Sanjay Kodali and John Jubin, IEEE Wireless Communications & Networking conference, March 2005. | Ph.D. dissertation (latest version), Title: Approximation Algorithms for Postman Problems (Dissertation slides), Guide: Dr.Balaji Raghavachari, The University of Texas at Dallas. Received the best Ph.D. dissertation award in Computer Science for 1998-99. | A 3/2 approximation algorithm for the mixed postman problem, with Dr. Balaji Raghavachari, SIAM Journal of Discrete Mathematics, Volume 12, Number 4, 1999. | Approximation algorithms for the Asymmetric postman problem, with Dr.Balaji Raghavachari, Proceedings of the tenth Symposium on Discrete Algorithms (SODA'99) conference, pages 734-741, SIAM-ACM, 1999. | Approximation algorithms for the mixed postman problem (slides), with Dr.Balaji Raghavachari, Integer Programming and Combinatorial Optimization (IPCO'98) conference, LNCS 1412, pages 169-179, Springer, 1998. | A Message Handling System to Simulate an Authentication Center Network Node in a Cellular Telecommunications Network, with Ross Creech, Jeffrey Doss, and Brett Stewart, Proceedings of the 1997 Summer Computer Simulation (SCSC'97) Conference, pages 39-45, 1997. | Spare Capacity Assignment in Telecom Networks using Path Restoration and Further Improvement using Traffic Splitting, with Dr.S.Venkatesan and Dr.J.C.Shah, Journal of Systems and Software, 49 (2-3) (1999), pp. 149-153 | Spare Capcity Assignment in Telecom Networks, with Dr.S.Venkatesan and Dr.J.C.Shah, MASCOT'95 Conference. | Effect of Traffic Splitting on Link and Path Restoration Planning, with Dr.S.Venkatesan and Dr.J.C.Shah, IEEE Globecom'94 conference. | On Towers of Hanoi with Multiple Spare Pegs, with Dr.Ivor Page, International Journal of Computer Mathematics, Volume 52, pages 17-22, 1994.",Computer Science
Erik Jonsson School of Engineering and Computer Science,ECS,Subbarayan Venkatesan,Professor,Computer Science,https://profiles.utdallas.edu/subbarayan.venkatesan,https://www.ratemyprofessors.com/search/professors/1273?q=Subbarayan%20Venkatesan,Mobile ad hoc Networks | Cognitive Radio Networks | Wireless Sensor Networks | Mobile Computing | Distributed Systems | Reliability and Fault Tolerance | Telecommunications/Computer Networks,Computer Science | Electrical Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Mathukumalli Vidyasagar,Professor,System Engineering,https://profiles.utdallas.edu/m.vidyasagar,https://www.ratemyprofessors.com/search/professors/1273?q=Mathukumalli%20Vidyasagar,,Electrical Engineering | Mechanical Engineering | Systems Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Don Vogel,Senior Lecturer I,Computer Science,https://profiles.utdallas.edu/don.vogel,https://www.ratemyprofessors.com/search/professors/1273?q=Don%20Vogel,,
Erik Jonsson School of Engineering and Computer Science,ECS,Walter Voit,Associate Professor,Materials Science & Engineering,https://profiles.utdallas.edu/walter.voit,https://www.ratemyprofessors.com/search/professors/1273?q=Walter%20Voit,,Materials and Polymers | Chemistry | Bioengineering | Mechanical Engineering | Materials Science and Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Amy Walker,Professor,Materials Science & Engineering,https://profiles.utdallas.edu/amy.walker,https://www.ratemyprofessors.com/search/professors/1273?q=Amy%20Walker,,"Materials and Polymers | Inorganic | Theoretical, Physical or Analytical | Chemistry | Electrical Engineering | Materials Science and Engineering | Computer Engineering"
Erik Jonsson School of Engineering and Computer Science,ECS,Robert Wallace,Professor,Materials Science & Engineering,https://profiles.utdallas.edu/rmwallace,https://www.ratemyprofessors.com/search/professors/1273?q=Robert%20Wallace,Gate dielectrics | Gate electrodes | Contacts | Nanoelectronics,Physics | Electrical Engineering | Mechanical Engineering | Materials Science and Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Alice Wang,Assist. Prof. of Instruction,Computer Science,https://profiles.utdallas.edu/alice.wang,https://www.ratemyprofessors.com/search/professors/1273?q=Alice%20Wang,,
Erik Jonsson School of Engineering and Computer Science,ECS,Xinda Wang,Assistant Professor,Computer Science,https://profiles.utdallas.edu/xinda.wang,https://www.ratemyprofessors.com/search/professors/1273?q=Xinda%20Wang,AI for Cybersecurity | Software Security | Systems Security | AI Security,Cybersecurity | artificial intelligence
Erik Jonsson School of Engineering and Computer Science,ECS,Zejiang Wang,Assistant Professor,Mechanical Engineering,https://profiles.utdallas.edu/zejiang.wang,https://www.ratemyprofessors.com/search/professors/1273?q=Zejiang%20Wang,,
Erik Jonsson School of Engineering and Computer Science,ECS,Shiyi Wei,Associate Professor,Computer Science,https://profiles.utdallas.edu/swei,https://www.ratemyprofessors.com/search/professors/1273?q=Shiyi%20Wei,Software Engineering | Security | Programming Languages,Computer Science
Erik Jonsson School of Engineering and Computer Science,ECS,Thomas Williams,-,,https://profiles.utdallas.edu/thomas.williams2,https://www.ratemyprofessors.com/search/professors/1273?q=Thomas%20Williams,,
Erik Jonsson School of Engineering and Computer Science,ECS,James Willson III,Senior Lecturer I,Computer Science,https://profiles.utdallas.edu/jamesk.willsoniii,https://www.ratemyprofessors.com/search/professors/1273?q=James%20Willson%20III,,Computer Science
Erik Jonsson School of Engineering and Computer Science,ECS,Patrick Winter,Senior Lecturer I,Bioengineering,https://profiles.utdallas.edu/pxw151030,https://www.ratemyprofessors.com/search/professors/1273?q=Patrick%20Winter,,
Erik Jonsson School of Engineering and Computer Science,ECS,W. Eric Wong,Professor,Computer Science,https://profiles.utdallas.edu/ewong,https://www.ratemyprofessors.com/search/professors/1273?q=W.%20Eric%20Wong,"Reducing the cost of software production and improving software dependability, reliability, safety, and quality at the same time. | Research interests can be divided into the following two major areasProgram-Based Testing, Debugging, Reliability, Safety, and AnalysisArchitecture/Design-Based Testing, Debugging, Metrics, and Analysis | Program-Based Testing, Debugging, Reliability, Safety, and Analysis | Architecture/Design-Based Testing, Debugging, Metrics, and Analysis",Computer Science | Electrical Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Weili Lily  Wu,Professor,Computer Science,https://profiles.utdallas.edu/weiliwu,https://www.ratemyprofessors.com/search/professors/1273?q=Weili%20Lily%20%20Wu,Social Network | Big Data | Blockchain | Machine Learning | Databases | Data mining | Wireless Sensor Networks | Distributed database systems,Social Data Analytics and Research | Computer Science | Electrical Engineering | Computer Engineering | Machine Learning | Algorithms | Data Science | Spatio-Temporal Data Mining | Big Data | Databases
Erik Jonsson School of Engineering and Computer Science,ECS,Yu Xiang,Assistant Professor,Computer Science,https://profiles.utdallas.edu/yu.xiang,https://www.ratemyprofessors.com/search/professors/1273?q=Yu%20Xiang,"Intelligent system or a robot understand its 3D environment. | Perception between an intelligent system and the 3D world. | Integrating perception, planning and control systematically. | Deploying robots in the real world which are capable of accomplishing tasks for humans. | Perception:Unseen Object Instance Segmentation, Object Pose Estimation, Hand-Object Interaction, Transparent Object Recognition, 6D Object Pose Estimation, Semantic Mapping, Multi-Object Tracking, Object Category Detection and Pose Estimation | Planning and Learning:Manipulation Trajectory Optimization, Deep Metric Learning | Manipulation and Navigation:6D Robotic Grasping, Neural Autonomous Navigation, Topological Navigation",computer vision | Robotics
Erik Jonsson School of Engineering and Computer Science,ECS,Dheeraj Yalamanchili,Work Study Student Assistant,Economic Political and Policy,https://profiles.utdallas.edu/dheeraj,https://www.ratemyprofessors.com/search/professors/1273?q=Dheeraj%20Yalamanchili,,
Erik Jonsson School of Engineering and Computer Science,ECS,Wei Yang,Associate Professor,Computer Science,https://profiles.utdallas.edu/wei.yang,https://www.ratemyprofessors.com/search/professors/1273?q=Wei%20Yang,,
Erik Jonsson School of Engineering and Computer Science,ECS,I-Ling Yen,Professor,Computer Science,https://profiles.utdallas.edu/i-ling.yen,https://www.ratemyprofessors.com/search/professors/1273?q=I-Ling%20Yen,High assurance systems | Parallel and distributed computing | Secure and dependable systems | Grid and peer-to-peer computing | Systems engineering | Component-based design of adaptive systems,Computer Science | Electrical Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Seung You,Professor,Mechanical Engineering,https://profiles.utdallas.edu/you,https://www.ratemyprofessors.com/search/professors/1273?q=Seung%20You,,Mechanical Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Chadwin Young,Associate Professor,Materials Science & Engineering,https://profiles.utdallas.edu/chadwin.young,https://www.ratemyprofessors.com/search/professors/1273?q=Chadwin%20Young,"Involved the measurement and evaluation of transistors and capacitors of experimental gate stacks and device structures (alternative gate electrodes, ultra-thin oxides, oxynitrides, and high-dielectric constant insulators, non-planar devices, and high mobility substrates) | Engaged in the electrical characterization and reliability of projected material and device architectures below the 22 nm node as defined by the International Technology Roadmap for Semiconductors (ITRS) as well as other future device architectures, which can call for high-k dielectrics and high mobility and/or flexible substrate material systems | Electrical Characterization Methodologies | Reliability Characterization Methodologies | Solid State Device Physics | Electrical properties of materials | MOS modeling (quantum effects, etc.) | Nanotechnology | Flexible Electronics | Future Energy Needs (Renewable, low power operation, etc.)",Electrical Engineering | Materials Science and Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Kianoosh Yousefi,Assistant Professor,Mechanical Engineering,https://profiles.utdallas.edu/kyousefi,https://www.ratemyprofessors.com/search/professors/1273?q=Kianoosh%20Yousefi,,
Erik Jonsson School of Engineering and Computer Science,ECS,Stephen Yurkovich,Professor,System Engineering,https://profiles.utdallas.edu/steve.yurkovich,https://www.ratemyprofessors.com/search/professors/1273?q=Stephen%20Yurkovich,"Erik Jonsson School of Engineering and Computer Science, Faculty Teaching Award, Academic Year 2016-2017 | Elected to IEEE Board of Directors, Division X (Director-Elect 2012, Director 2013-14) | Elected Fellow of the Institute of Electrical and Electronics Engineers (IEEE) (2001) | 2008 John R. Ragazzini Award in Control Education from the American Automatic Control Council | Semi-Plenary Lecture, 2006 Conference on Decision and Control, “Calibrating the Control Engineer” | Speaker in Special Plenary Panel (invited), 2004 American Control Conference“Winning that Academic Job” | OSU College of Engineering, 2004 Honda Partnership Award | Speaker in Special Plenary Panel (invited), 2003 Conference on Decision and Control, “Future of Control in Automotive Applications” | The Ohio State University, College of Engineering, 2002 Lumley Interdisciplinary Research Award | IEEE Columbus Section 2001 Fellow of the Year | IEEE Control Systems Society 2000 Distinguished Member Award | IEEE Millennium Medal recipient (2000) | Plenary speaker, 1998 International Symposium on Intelligent Robotic Systems | Plenary speaker, 1997 European Control Conference | The Ohio State University, College of Engineering, Lumley Research Award (1991, 1996) | System identification and modeling for control; nonlinear control systems; automotive control systems; energy storage systems modeling, identification and control; robotics and automation; flexible mechanical structures; aerospace control systems; process control systems; welding control systems | Energy storage systems modeling, identification and control; automotive engine and powertrain control systems; combustion feedback control; after treatment systems modeling and control; torque converter control",Electrical Engineering | Mechanical Engineering | Systems Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Nurcan Yuruk,Senior Lecturer I,Computer Science,https://profiles.utdallas.edu/nxy140530,https://www.ratemyprofessors.com/search/professors/1273?q=Nurcan%20Yuruk,,
Erik Jonsson School of Engineering and Computer Science,ECS,Rym Zalila-Wenkstern,Professor,Computer Science,https://profiles.utdallas.edu/rymw,https://www.ratemyprofessors.com/search/professors/1273?q=Rym%20Zalila-Wenkstern,Intelligent Transportation Systems | Autonomous Vehicle Systems | AutonomousTraffic Control Systems | Multi-Agent Systems | Large-scale Multi-Agent-Based Simulation Systems | Digital Twins,Computer Science
Erik Jonsson School of Engineering and Computer Science,ECS,Armin Zare,Assistant Professor,Mechanical Engineering,https://profiles.utdallas.edu/armin.zare,https://www.ratemyprofessors.com/search/professors/1273?q=Armin%20Zare,,
Erik Jonsson School of Engineering and Computer Science,ECS,Jie Zhang,Professor,Mechanical Engineering,https://profiles.utdallas.edu/jiezhang,https://www.ratemyprofessors.com/search/professors/1273?q=Jie%20Zhang,,Electrical Engineering | Mechanical Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Kang Zhang,Professor,Computer Science,https://profiles.utdallas.edu/kang.zhang,https://www.ratemyprofessors.com/search/professors/1273?q=Kang%20Zhang,,Computer Science | Electrical Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Lingming Zhang,Assistant Professor,Computer Science,https://profiles.utdallas.edu/lxz144130,https://www.ratemyprofessors.com/search/professors/1273?q=Lingming%20Zhang,,
Erik Jonsson School of Engineering and Computer Science,ECS,Dr. Yi Zhao,Assistant Professor of Instruction,,https://profiles.utdallas.edu/yi.zhao,https://www.ratemyprofessors.com/search/professors/1273?q=Dr.%20Yi%20Zhao,Disinformation Mitigation | Artificial Intelligence | Wireless Communication | Industry Standardization,
Erik Jonsson School of Engineering and Computer Science,ECS,Dian Zhou,Professor,Electrical Engineering,https://profiles.utdallas.edu/dian.zhou,https://www.ratemyprofessors.com/search/professors/1273?q=Dian%20Zhou,,Electrical Engineering | Computer Engineering
Erik Jonsson School of Engineering and Computer Science,ECS,Yue Zhou,Associate Professor,Mechanical Engineering,https://profiles.utdallas.edu/zhou,https://www.ratemyprofessors.com/search/professors/1273?q=Yue%20Zhou,,
"School of Economic, Political and Policy Sciences",EPPS,Maryam Ahmadi,Assist. Prof. of Instruction,Economic Political and Policy,https://profiles.utdallas.edu/maryam.ahmadi,https://www.ratemyprofessors.com/search/professors/1273?q=Maryam%20Ahmadi,,Economics
"School of Economic, Political and Policy Sciences",EPPS,Daniel Arce,UT System Regents' Outstanding Teacher | Ashbel Smith Professor of Economics,,https://profiles.utdallas.edu/darce,https://www.ratemyprofessors.com/search/professors/1273?q=Daniel%20Arce,,Economics | Terrorism | Cybersecurity | platform economics | business ethics | collective action
"School of Economic, Political and Policy Sciences",EPPS,Sirak Asfaw,Lecturer (I),,https://profiles.utdallas.edu/sirak.asfaw,https://www.ratemyprofessors.com/search/professors/1273?q=Sirak%20Asfaw,,Sociology | RELS
"School of Economic, Political and Policy Sciences",EPPS,Megan Augustyn,Associate Professor,Criminology and Criminal Justice,https://profiles.utdallas.edu/megan.augustyn,https://www.ratemyprofessors.com/search/professors/1273?q=Megan%20Augustyn,,Criminology & Criminal Justice
"School of Economic, Political and Policy Sciences",EPPS,Abraham David Benavides,Professor,Public and Nonprofit Management,https://profiles.utdallas.edu/benavides,https://www.ratemyprofessors.com/search/professors/1273?q=Abraham%20David%20Benavides,,Public and Nonprofit Management
"School of Economic, Political and Policy Sciences",EPPS,Teodoro Benavides,Member of the National Academy of Public Administration | Professor of Practice of Public and Nonprofit Management,,https://profiles.utdallas.edu/teodoro.benavides,https://www.ratemyprofessors.com/search/professors/1273?q=Teodoro%20Benavides,,Public and Nonprofit Management
"School of Economic, Political and Policy Sciences",EPPS,Kurt Beron,Professor of Economics,,https://profiles.utdallas.edu/kurt.beron,https://www.ratemyprofessors.com/search/professors/1273?q=Kurt%20Beron,,Economics | Social Data Analytics and Research
"School of Economic, Political and Policy Sciences",EPPS,Denise Boots,Minnie Stevens Piper Professor of Texas 2020 & UT System Regents' Outstanding Teacher | Professor of Public Policy and Political Economy,,https://profiles.utdallas.edu/deniseboots,https://www.ratemyprofessors.com/search/professors/1273?q=Denise%20Boots,,Political Science | Public Policy | Political Economy
"School of Economic, Political and Policy Sciences",EPPS,Curtis Bram,Assistant Professor,,https://profiles.utdallas.edu/curtis.bram,https://www.ratemyprofessors.com/search/professors/1273?q=Curtis%20Bram,,Political Science | Public Policy
"School of Economic, Political and Policy Sciences",EPPS,Patrick T. Brandt,Professor of Political Science,,https://profiles.utdallas.edu/pbrandt,https://www.ratemyprofessors.com/search/professors/1273?q=Patrick%20T.%20Brandt,,Political Science | Social Data Analytics and Research | Political Economy
